age,educ,black,hispan,married,nodegree,treat,re78,e,wt,v,TE
40,15,0,0,1,0,0,6238.962,0.0597915777368335,1.0635939609995302,6635.722306105551,0
47,3,0,0,1,1,0,6145.865,0.0266817914678245,1.0274132254322688,6314.34298272129,0
26,8,0,1,0,1,0,11136.15,0.1832632225349095,1.2243846825457088,13634.931482531394,0
42,7,0,0,1,1,0,9241.702,0.0430552534519573,1.044992413205955,9657.5084751103,0
53,12,0,0,0,0,0,19965.56,0.1030554256764853,1.1148960912709804,22259.52480403624,0
30,17,1,0,0,0,0,14421.13,0.7675129678548476,4.301315177767221,62029.8253495542,0
28,10,0,0,1,1,0,10289.41,0.0566869175990757,1.060093428848454,10907.735927727572,0
46,11,0,0,1,1,0,0.0,0.073534493509627,1.0793709997776275,0.0,0
28,12,0,0,0,0,0,21602.88,0.0859435402991997,1.0940243235383202,23634.07617847951,0
27,12,0,1,1,0,0,25564.67,0.0725064533193679,1.0781746175796676,27563.1783008004,0
25,10,0,0,1,1,0,12418.81,0.0554141427802756,1.0586650142564915,13147.35966569866,0
38,8,0,0,1,1,0,0.0,0.0474508831323362,1.0498146313844396,0.0,0
26,12,0,1,0,0,0,4181.966,0.1587051658353056,1.188643932412685,4970.868511456147,0
54,12,0,0,0,0,0,0.0,0.1037990236655514,1.1158211454869194,0.0,0
38,8,0,1,1,1,0,8720.065,0.0921969173711889,1.1015604806101844,9605.678992352048,0
23,17,0,0,0,0,0,16747.08,0.1499691983525285,1.1764279577420824,19701.733122543275,0
23,8,0,0,1,1,0,2782.559,0.0423006547280166,1.0441690337754208,2905.461942453101,0
23,12,0,0,1,0,0,14065.0,0.0358041041418104,1.037133640887304,14587.28465907993,0
25,12,0,1,1,0,0,379.7757,0.0714352784914912,1.0769308555847783,408.99216953130815,0
25,15,0,0,1,0,0,12705.49,0.0533769703687217,1.056386722800852,13421.910942678998,0
37,11,0,1,0,1,0,0.0,0.2680552154874935,1.366223274158617,0.0,0
40,12,0,0,1,0,0,21857.05,0.0408198983433925,1.0425570737684111,22787.222089209856,0
19,10,0,0,0,1,0,135.9508,0.1197193631088696,1.1360013592161702,154.44029358652568,0
48,7,0,0,1,1,0,0.0,0.0450817820716555,1.047210097393951,0.0,0
19,12,0,0,0,0,0,0.0,0.0804408199252073,1.0874775889015265,0.0,0
16,9,0,0,0,1,0,0.0,0.1040476590527215,1.116130796580891,0.0,0
29,10,0,0,1,1,0,7781.708,0.0571172484338975,1.0605772545303511,8253.102506196868,0
30,16,0,0,0,0,0,15538.29,0.1403241178927434,1.1632290969345074,18074.591044606488,0
22,11,0,0,1,1,0,10642.59,0.0614519843517942,1.0654755892370116,11339.419851257928,0
22,10,0,0,0,1,0,2453.026,0.1222779284629534,1.1393128103168504,2794.763945840302,0
47,10,1,0,1,1,0,19330.14,0.5531822301604493,2.2380488590664007,43261.7977725938,0
25,12,0,1,1,0,0,3020.473,0.0714352784914912,1.0769308555847783,3252.840572160723,0
47,10,1,0,0,1,0,19438.02,0.7507229780729796,4.011601198817134,77977.58433463144,0
24,12,1,0,1,0,0,0.0,0.3983889645594209,1.662203551947261,0.0,0
20,12,1,0,1,0,0,0.0,0.3907267861637196,1.641299793410437,0.0,0
28,12,1,0,0,0,0,7314.747,0.6245319040902098,2.6633421345079062,19481.673888365305,0
47,11,0,0,0,1,0,3358.873,0.1629189617279357,1.1946274664926582,4012.601942260594,0
50,0,0,0,1,1,0,220.1813,0.018444991828988,1.0187916027888826,224.3188595311398,0
18,12,0,0,0,0,0,8957.978,0.0798496468898974,1.086778912402746,9735.341588167725,0
21,12,0,0,0,0,0,1687.564,0.0816351612406486,1.088891862792713,1837.5747075419224,0
47,11,0,0,1,1,0,17358.85,0.0740826761112459,1.0800100335093703,18747.732170184136,0
21,12,0,0,0,0,0,5937.505,0.0816351612406486,1.088891862792713,6465.30087979105,0
34,11,0,0,1,1,0,18133.18,0.0672418546253041,1.072089270899149,19440.38772528303,0
19,12,0,0,1,0,0,1066.919,0.0347131108169379,1.0359614444223066,1105.2869483216032,0
44,13,0,0,1,0,0,3104.704,0.0478367450084331,1.0502400662466824,3260.68453463634,0
21,15,0,0,1,0,0,0.0,0.0517792666672139,1.0546067649092858,0.0,0
20,12,1,0,0,0,0,12718.79,0.6093729055613574,2.5599862739605075,32559.927821386165,0
51,11,0,0,0,1,0,1525.014,0.1673407933604498,1.2009715283588884,1831.4983943487016,0
28,13,0,0,0,0,0,9253.524,0.0970613848422172,1.1074949982344662,10248.231546042589,0
24,15,0,0,0,0,0,0.0,0.1197704967312995,1.1360673509426078,0.0,0
28,8,0,1,1,1,0,0.0,0.0857011962867316,1.0937343414851588,0.0,0
20,11,0,0,1,1,0,11075.56,0.0605334640855594,1.0644338694050857,11789.20118662819,0
29,12,0,0,1,0,0,8133.407,0.0375027104761118,1.038963964765722,8450.316783773278,0
23,12,0,0,1,0,0,3818.445,0.0358041041418104,1.037133640887304,3960.2377653779217,0
20,11,1,0,0,1,0,5495.665,0.7349433953083884,3.772779030213117,20733.92966907617,0
42,7,0,0,1,1,0,9856.436,0.0430552534519573,1.044992413205955,10299.90084125005,0
43,12,0,0,1,0,0,18781.9,0.0417722903501893,1.0435932815650415,19600.66465502646,0
